AREAGEOGRAFICA|CAPSCUOLA|CODICECOMUNESCUOLA|CODICEISTITUTORIFERIMENTO|CODICESCUOLA|DENOMINAZIONEISTITUTORIFERIMENTO|DENOMINAZIONESCUOLA|DESCRIZIONECARATTERISTICASCUOLA|DESCRIZIONECOMUNE|DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA|INDICAZIONESEDEDIRETTIVO|INDICAZIONESEDEOMNICOMPRENSIVO|INDIRIZZOEMAILSCUOLA|INDIRIZZOPECSCUOLA|INDIRIZZOSCUOLA|PROVINCIA|REGIONE|SITOWEBSCUOLA|ANNOSCOLASTICO_x|INDIRIZZO_TOT|index|ANNOSCOLASTICO_y|ORDINESCUOLA|ANNOCORSO|FASCIAETA|ALUNNI|Statale_Paritaria
NORD OVEST|10134|L219|TOIC881004|TOEE881016|"I.C. TORINO - ""S. PERTINI"""|"I.C. ""S. PERTINI""  - D. ABRUZZI"|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC881004@istruzione.it|Non Disponibile|VIA MONTEVIDEO 11|TORINO|PIEMONTE|www.icpertinitorino.it|201718|VIA MONTEVIDEO 11, TORINO, Italia|285643|201617|SCUOLA PRIMARIA|5|> di 10 anni|8|S
NORD OVEST|10147|L219|TOIC878008|TOEE87801A|I.C. TORINO - UMBERTO SABA|I.C. UMBERTO SABA - GALIMBERTI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC878008@istruzione.it|Non Disponibile|VIA MOSCA 11|TORINO|PIEMONTE|www.icsabatorino.gov|201718|VIA MOSCA 11, TORINO, Italia|285536|201617|SCUOLA PRIMARIA|1|6 anni|65|S
NORD OVEST|10147|L219|TOIC878008|TOEE87801A|I.C. TORINO - UMBERTO SABA|I.C. UMBERTO SABA - GALIMBERTI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC878008@istruzione.it|Non Disponibile|VIA MOSCA 11|TORINO|PIEMONTE|www.icsabatorino.gov|201718|VIA MOSCA 11, TORINO, Italia|285537|201617|SCUOLA PRIMARIA|1|< di 6 anni|1|S
NORD OVEST|10147|L219|TOIC878008|TOEE87801A|I.C. TORINO - UMBERTO SABA|I.C. UMBERTO SABA - GALIMBERTI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC878008@istruzione.it|Non Disponibile|VIA MOSCA 11|TORINO|PIEMONTE|www.icsabatorino.gov|201718|VIA MOSCA 11, TORINO, Italia|285538|201617|SCUOLA PRIMARIA|1|> di 10 anni|1|S
NORD OVEST|10147|L219|TOIC878008|TOEE87801A|I.C. TORINO - UMBERTO SABA|I.C. UMBERTO SABA - GALIMBERTI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC878008@istruzione.it|Non Disponibile|VIA MOSCA 11|TORINO|PIEMONTE|www.icsabatorino.gov|201718|VIA MOSCA 11, TORINO, Italia|285539|201617|SCUOLA PRIMARIA|2|6 anni|1|S
NORD OVEST|10147|L219|TOIC878008|TOEE87801A|I.C. TORINO - UMBERTO SABA|I.C. UMBERTO SABA - GALIMBERTI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC878008@istruzione.it|Non Disponibile|VIA MOSCA 11|TORINO|PIEMONTE|www.icsabatorino.gov|201718|VIA MOSCA 11, TORINO, Italia|285540|201617|SCUOLA PRIMARIA|2|7 anni|60|S
NORD OVEST|10147|L219|TOIC878008|TOEE87801A|I.C. TORINO - UMBERTO SABA|I.C. UMBERTO SABA - GALIMBERTI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC878008@istruzione.it|Non Disponibile|VIA MOSCA 11|TORINO|PIEMONTE|www.icsabatorino.gov|201718|VIA MOSCA 11, TORINO, Italia|285541|201617|SCUOLA PRIMARIA|2|8 anni|1|S
NORD OVEST|10147|L219|TOIC878008|TOEE87801A|I.C. TORINO - UMBERTO SABA|I.C. UMBERTO SABA - GALIMBERTI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC878008@istruzione.it|Non Disponibile|VIA MOSCA 11|TORINO|PIEMONTE|www.icsabatorino.gov|201718|VIA MOSCA 11, TORINO, Italia|285542|201617|SCUOLA PRIMARIA|3|7 anni|5|S
NORD OVEST|10147|L219|TOIC878008|TOEE87801A|I.C. TORINO - UMBERTO SABA|I.C. UMBERTO SABA - GALIMBERTI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC878008@istruzione.it|Non Disponibile|VIA MOSCA 11|TORINO|PIEMONTE|www.icsabatorino.gov|201718|VIA MOSCA 11, TORINO, Italia|285543|201617|SCUOLA PRIMARIA|3|8 anni|56|S
NORD OVEST|10147|L219|TOIC878008|TOEE87801A|I.C. TORINO - UMBERTO SABA|I.C. UMBERTO SABA - GALIMBERTI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC878008@istruzione.it|Non Disponibile|VIA MOSCA 11|TORINO|PIEMONTE|www.icsabatorino.gov|201718|VIA MOSCA 11, TORINO, Italia|285544|201617|SCUOLA PRIMARIA|3|9 anni|2|S
NORD OVEST|10147|L219|TOIC878008|TOEE87801A|I.C. TORINO - UMBERTO SABA|I.C. UMBERTO SABA - GALIMBERTI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC878008@istruzione.it|Non Disponibile|VIA MOSCA 11|TORINO|PIEMONTE|www.icsabatorino.gov|201718|VIA MOSCA 11, TORINO, Italia|285545|201617|SCUOLA PRIMARIA|4|10 anni|2|S
NORD OVEST|10147|L219|TOIC878008|TOEE87801A|I.C. TORINO - UMBERTO SABA|I.C. UMBERTO SABA - GALIMBERTI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC878008@istruzione.it|Non Disponibile|VIA MOSCA 11|TORINO|PIEMONTE|www.icsabatorino.gov|201718|VIA MOSCA 11, TORINO, Italia|285546|201617|SCUOLA PRIMARIA|4|8 anni|2|S
NORD OVEST|10147|L219|TOIC878008|TOEE87801A|I.C. TORINO - UMBERTO SABA|I.C. UMBERTO SABA - GALIMBERTI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC878008@istruzione.it|Non Disponibile|VIA MOSCA 11|TORINO|PIEMONTE|www.icsabatorino.gov|201718|VIA MOSCA 11, TORINO, Italia|285547|201617|SCUOLA PRIMARIA|4|9 anni|54|S
NORD OVEST|10147|L219|TOIC878008|TOEE87801A|I.C. TORINO - UMBERTO SABA|I.C. UMBERTO SABA - GALIMBERTI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC878008@istruzione.it|Non Disponibile|VIA MOSCA 11|TORINO|PIEMONTE|www.icsabatorino.gov|201718|VIA MOSCA 11, TORINO, Italia|285548|201617|SCUOLA PRIMARIA|5|10 anni|65|S
NORD OVEST|10147|L219|TOIC878008|TOEE87801A|I.C. TORINO - UMBERTO SABA|I.C. UMBERTO SABA - GALIMBERTI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC878008@istruzione.it|Non Disponibile|VIA MOSCA 11|TORINO|PIEMONTE|www.icsabatorino.gov|201718|VIA MOSCA 11, TORINO, Italia|285549|201617|SCUOLA PRIMARIA|5|9 anni|2|S
NORD OVEST|10147|L219|TOIC878008|TOEE87801A|I.C. TORINO - UMBERTO SABA|I.C. UMBERTO SABA - GALIMBERTI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC878008@istruzione.it|Non Disponibile|VIA MOSCA 11|TORINO|PIEMONTE|www.icsabatorino.gov|201718|VIA MOSCA 11, TORINO, Italia|285550|201617|SCUOLA PRIMARIA|5|> di 10 anni|1|S
NORD OVEST|10148|L219|TOIC878008|TOEE87802B|I.C. TORINO - UMBERTO SABA|I.C. UMBERTO SABA -L. RADICE|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC878008@istruzione.it|Non Disponibile|CORSO GROSSETO N. 112|TORINO|PIEMONTE|www.icsabatorino.gov|201718|CORSO GROSSETO N. 112, TORINO, Italia|285551|201617|SCUOLA PRIMARIA|1|6 anni|38|S
NORD OVEST|10148|L219|TOIC878008|TOEE87802B|I.C. TORINO - UMBERTO SABA|I.C. UMBERTO SABA -L. RADICE|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC878008@istruzione.it|Non Disponibile|CORSO GROSSETO N. 112|TORINO|PIEMONTE|www.icsabatorino.gov|201718|CORSO GROSSETO N. 112, TORINO, Italia|285552|201617|SCUOLA PRIMARIA|1|7 anni|1|S
NORD OVEST|10148|L219|TOIC878008|TOEE87802B|I.C. TORINO - UMBERTO SABA|I.C. UMBERTO SABA -L. RADICE|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC878008@istruzione.it|Non Disponibile|CORSO GROSSETO N. 112|TORINO|PIEMONTE|www.icsabatorino.gov|201718|CORSO GROSSETO N. 112, TORINO, Italia|285553|201617|SCUOLA PRIMARIA|1|< di 6 anni|3|S
NORD OVEST|10148|L219|TOIC878008|TOEE87802B|I.C. TORINO - UMBERTO SABA|I.C. UMBERTO SABA -L. RADICE|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC878008@istruzione.it|Non Disponibile|CORSO GROSSETO N. 112|TORINO|PIEMONTE|www.icsabatorino.gov|201718|CORSO GROSSETO N. 112, TORINO, Italia|285554|201617|SCUOLA PRIMARIA|2|6 anni|1|S
NORD OVEST|10148|L219|TOIC878008|TOEE87802B|I.C. TORINO - UMBERTO SABA|I.C. UMBERTO SABA -L. RADICE|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC878008@istruzione.it|Non Disponibile|CORSO GROSSETO N. 112|TORINO|PIEMONTE|www.icsabatorino.gov|201718|CORSO GROSSETO N. 112, TORINO, Italia|285555|201617|SCUOLA PRIMARIA|2|7 anni|39|S
NORD OVEST|10148|L219|TOIC878008|TOEE87802B|I.C. TORINO - UMBERTO SABA|I.C. UMBERTO SABA -L. RADICE|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC878008@istruzione.it|Non Disponibile|CORSO GROSSETO N. 112|TORINO|PIEMONTE|www.icsabatorino.gov|201718|CORSO GROSSETO N. 112, TORINO, Italia|285556|201617|SCUOLA PRIMARIA|2|8 anni|1|S
NORD OVEST|10148|L219|TOIC878008|TOEE87802B|I.C. TORINO - UMBERTO SABA|I.C. UMBERTO SABA -L. RADICE|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC878008@istruzione.it|Non Disponibile|CORSO GROSSETO N. 112|TORINO|PIEMONTE|www.icsabatorino.gov|201718|CORSO GROSSETO N. 112, TORINO, Italia|285557|201617|SCUOLA PRIMARIA|3|8 anni|39|S
NORD OVEST|10148|L219|TOIC878008|TOEE87802B|I.C. TORINO - UMBERTO SABA|I.C. UMBERTO SABA -L. RADICE|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC878008@istruzione.it|Non Disponibile|CORSO GROSSETO N. 112|TORINO|PIEMONTE|www.icsabatorino.gov|201718|CORSO GROSSETO N. 112, TORINO, Italia|285558|201617|SCUOLA PRIMARIA|3|9 anni|1|S
NORD OVEST|10148|L219|TOIC878008|TOEE87802B|I.C. TORINO - UMBERTO SABA|I.C. UMBERTO SABA -L. RADICE|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC878008@istruzione.it|Non Disponibile|CORSO GROSSETO N. 112|TORINO|PIEMONTE|www.icsabatorino.gov|201718|CORSO GROSSETO N. 112, TORINO, Italia|285559|201617|SCUOLA PRIMARIA|4|9 anni|23|S
NORD OVEST|10148|L219|TOIC878008|TOEE87802B|I.C. TORINO - UMBERTO SABA|I.C. UMBERTO SABA -L. RADICE|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC878008@istruzione.it|Non Disponibile|CORSO GROSSETO N. 112|TORINO|PIEMONTE|www.icsabatorino.gov|201718|CORSO GROSSETO N. 112, TORINO, Italia|285560|201617|SCUOLA PRIMARIA|5|10 anni|41|S
NORD OVEST|10148|L219|TOIC878008|TOEE87802B|I.C. TORINO - UMBERTO SABA|I.C. UMBERTO SABA -L. RADICE|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC878008@istruzione.it|Non Disponibile|CORSO GROSSETO N. 112|TORINO|PIEMONTE|www.icsabatorino.gov|201718|CORSO GROSSETO N. 112, TORINO, Italia|285561|201617|SCUOLA PRIMARIA|5|9 anni|2|S
NORD OVEST|10148|L219|TOIC878008|TOEE87802B|I.C. TORINO - UMBERTO SABA|I.C. UMBERTO SABA -L. RADICE|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC878008@istruzione.it|Non Disponibile|CORSO GROSSETO N. 112|TORINO|PIEMONTE|www.icsabatorino.gov|201718|CORSO GROSSETO N. 112, TORINO, Italia|285562|201617|SCUOLA PRIMARIA|5|> di 10 anni|2|S
NORD OVEST|10147|L219|TOIC879004|TOEE879016|I.C. TORINO - VIVALDI-MURIALDO|SCUOLA PRIMARIA DON MURIALDO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC879004@istruzione.it|Non Disponibile|VIA CASTELDELFINO 30|TORINO|PIEMONTE|www.vivaldi-murialdo.it|201718|VIA CASTELDELFINO 30, TORINO, Italia|285563|201617|SCUOLA PRIMARIA|1|6 anni|86|S
NORD OVEST|10147|L219|TOIC879004|TOEE879016|I.C. TORINO - VIVALDI-MURIALDO|SCUOLA PRIMARIA DON MURIALDO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC879004@istruzione.it|Non Disponibile|VIA CASTELDELFINO 30|TORINO|PIEMONTE|www.vivaldi-murialdo.it|201718|VIA CASTELDELFINO 30, TORINO, Italia|285564|201617|SCUOLA PRIMARIA|1|7 anni|2|S
NORD OVEST|10147|L219|TOIC879004|TOEE879016|I.C. TORINO - VIVALDI-MURIALDO|SCUOLA PRIMARIA DON MURIALDO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC879004@istruzione.it|Non Disponibile|VIA CASTELDELFINO 30|TORINO|PIEMONTE|www.vivaldi-murialdo.it|201718|VIA CASTELDELFINO 30, TORINO, Italia|285565|201617|SCUOLA PRIMARIA|1|< di 6 anni|4|S
NORD OVEST|10147|L219|TOIC879004|TOEE879016|I.C. TORINO - VIVALDI-MURIALDO|SCUOLA PRIMARIA DON MURIALDO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC879004@istruzione.it|Non Disponibile|VIA CASTELDELFINO 30|TORINO|PIEMONTE|www.vivaldi-murialdo.it|201718|VIA CASTELDELFINO 30, TORINO, Italia|285566|201617|SCUOLA PRIMARIA|2|6 anni|2|S
NORD OVEST|10147|L219|TOIC879004|TOEE879016|I.C. TORINO - VIVALDI-MURIALDO|SCUOLA PRIMARIA DON MURIALDO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC879004@istruzione.it|Non Disponibile|VIA CASTELDELFINO 30|TORINO|PIEMONTE|www.vivaldi-murialdo.it|201718|VIA CASTELDELFINO 30, TORINO, Italia|285567|201617|SCUOLA PRIMARIA|2|7 anni|85|S
NORD OVEST|10147|L219|TOIC879004|TOEE879016|I.C. TORINO - VIVALDI-MURIALDO|SCUOLA PRIMARIA DON MURIALDO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC879004@istruzione.it|Non Disponibile|VIA CASTELDELFINO 30|TORINO|PIEMONTE|www.vivaldi-murialdo.it|201718|VIA CASTELDELFINO 30, TORINO, Italia|285568|201617|SCUOLA PRIMARIA|2|8 anni|2|S
NORD OVEST|10147|L219|TOIC879004|TOEE879016|I.C. TORINO - VIVALDI-MURIALDO|SCUOLA PRIMARIA DON MURIALDO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC879004@istruzione.it|Non Disponibile|VIA CASTELDELFINO 30|TORINO|PIEMONTE|www.vivaldi-murialdo.it|201718|VIA CASTELDELFINO 30, TORINO, Italia|285569|201617|SCUOLA PRIMARIA|3|7 anni|3|S
NORD OVEST|10147|L219|TOIC879004|TOEE879016|I.C. TORINO - VIVALDI-MURIALDO|SCUOLA PRIMARIA DON MURIALDO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC879004@istruzione.it|Non Disponibile|VIA CASTELDELFINO 30|TORINO|PIEMONTE|www.vivaldi-murialdo.it|201718|VIA CASTELDELFINO 30, TORINO, Italia|285570|201617|SCUOLA PRIMARIA|3|8 anni|86|S
NORD OVEST|10147|L219|TOIC879004|TOEE879016|I.C. TORINO - VIVALDI-MURIALDO|SCUOLA PRIMARIA DON MURIALDO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC879004@istruzione.it|Non Disponibile|VIA CASTELDELFINO 30|TORINO|PIEMONTE|www.vivaldi-murialdo.it|201718|VIA CASTELDELFINO 30, TORINO, Italia|285571|201617|SCUOLA PRIMARIA|3|9 anni|1|S
NORD OVEST|10147|L219|TOIC879004|TOEE879016|I.C. TORINO - VIVALDI-MURIALDO|SCUOLA PRIMARIA DON MURIALDO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC879004@istruzione.it|Non Disponibile|VIA CASTELDELFINO 30|TORINO|PIEMONTE|www.vivaldi-murialdo.it|201718|VIA CASTELDELFINO 30, TORINO, Italia|285572|201617|SCUOLA PRIMARIA|4|10 anni|1|S
NORD OVEST|10147|L219|TOIC879004|TOEE879016|I.C. TORINO - VIVALDI-MURIALDO|SCUOLA PRIMARIA DON MURIALDO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC879004@istruzione.it|Non Disponibile|VIA CASTELDELFINO 30|TORINO|PIEMONTE|www.vivaldi-murialdo.it|201718|VIA CASTELDELFINO 30, TORINO, Italia|285573|201617|SCUOLA PRIMARIA|4|8 anni|3|S
NORD OVEST|10147|L219|TOIC879004|TOEE879016|I.C. TORINO - VIVALDI-MURIALDO|SCUOLA PRIMARIA DON MURIALDO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC879004@istruzione.it|Non Disponibile|VIA CASTELDELFINO 30|TORINO|PIEMONTE|www.vivaldi-murialdo.it|201718|VIA CASTELDELFINO 30, TORINO, Italia|285574|201617|SCUOLA PRIMARIA|4|9 anni|85|S
NORD OVEST|10147|L219|TOIC879004|TOEE879016|I.C. TORINO - VIVALDI-MURIALDO|SCUOLA PRIMARIA DON MURIALDO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC879004@istruzione.it|Non Disponibile|VIA CASTELDELFINO 30|TORINO|PIEMONTE|www.vivaldi-murialdo.it|201718|VIA CASTELDELFINO 30, TORINO, Italia|285575|201617|SCUOLA PRIMARIA|5|10 anni|82|S
NORD OVEST|10147|L219|TOIC879004|TOEE879016|I.C. TORINO - VIVALDI-MURIALDO|SCUOLA PRIMARIA DON MURIALDO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC879004@istruzione.it|Non Disponibile|VIA CASTELDELFINO 30|TORINO|PIEMONTE|www.vivaldi-murialdo.it|201718|VIA CASTELDELFINO 30, TORINO, Italia|285576|201617|SCUOLA PRIMARIA|5|9 anni|3|S
NORD OVEST|10147|L219|TOIC879004|TOEE879016|I.C. TORINO - VIVALDI-MURIALDO|SCUOLA PRIMARIA DON MURIALDO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC879004@istruzione.it|Non Disponibile|VIA CASTELDELFINO 30|TORINO|PIEMONTE|www.vivaldi-murialdo.it|201718|VIA CASTELDELFINO 30, TORINO, Italia|285577|201617|SCUOLA PRIMARIA|5|> di 10 anni|2|S
NORD OVEST|10136|L219|TOEE06900G|TOEE06905R|"D.D. TORINO - ""GOBETTI"""|GOBETTI-SCLARANDI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE06900G@istruzione.it|Non Disponibile|VIA BALTIMORA 171|TORINO|PIEMONTE|http://www.scuolagobettitorino.gov.it|201718|VIA BALTIMORA 171, TORINO, Italia|283174|201617|SCUOLA PRIMARIA|1|6 anni|67|S
NORD OVEST|10136|L219|TOEE06900G|TOEE06905R|"D.D. TORINO - ""GOBETTI"""|GOBETTI-SCLARANDI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE06900G@istruzione.it|Non Disponibile|VIA BALTIMORA 171|TORINO|PIEMONTE|http://www.scuolagobettitorino.gov.it|201718|VIA BALTIMORA 171, TORINO, Italia|283175|201617|SCUOLA PRIMARIA|1|7 anni|1|S
NORD OVEST|10136|L219|TOEE06900G|TOEE06905R|"D.D. TORINO - ""GOBETTI"""|GOBETTI-SCLARANDI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE06900G@istruzione.it|Non Disponibile|VIA BALTIMORA 171|TORINO|PIEMONTE|http://www.scuolagobettitorino.gov.it|201718|VIA BALTIMORA 171, TORINO, Italia|283176|201617|SCUOLA PRIMARIA|1|< di 6 anni|1|S
NORD OVEST|10136|L219|TOEE06900G|TOEE06905R|"D.D. TORINO - ""GOBETTI"""|GOBETTI-SCLARANDI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE06900G@istruzione.it|Non Disponibile|VIA BALTIMORA 171|TORINO|PIEMONTE|http://www.scuolagobettitorino.gov.it|201718|VIA BALTIMORA 171, TORINO, Italia|283177|201617|SCUOLA PRIMARIA|2|6 anni|2|S
NORD OVEST|10136|L219|TOEE06900G|TOEE06905R|"D.D. TORINO - ""GOBETTI"""|GOBETTI-SCLARANDI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE06900G@istruzione.it|Non Disponibile|VIA BALTIMORA 171|TORINO|PIEMONTE|http://www.scuolagobettitorino.gov.it|201718|VIA BALTIMORA 171, TORINO, Italia|283178|201617|SCUOLA PRIMARIA|2|7 anni|77|S
NORD OVEST|10136|L219|TOEE06900G|TOEE06905R|"D.D. TORINO - ""GOBETTI"""|GOBETTI-SCLARANDI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE06900G@istruzione.it|Non Disponibile|VIA BALTIMORA 171|TORINO|PIEMONTE|http://www.scuolagobettitorino.gov.it|201718|VIA BALTIMORA 171, TORINO, Italia|283179|201617|SCUOLA PRIMARIA|2|8 anni|2|S
NORD OVEST|10136|L219|TOEE06900G|TOEE06905R|"D.D. TORINO - ""GOBETTI"""|GOBETTI-SCLARANDI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE06900G@istruzione.it|Non Disponibile|VIA BALTIMORA 171|TORINO|PIEMONTE|http://www.scuolagobettitorino.gov.it|201718|VIA BALTIMORA 171, TORINO, Italia|283180|201617|SCUOLA PRIMARIA|3|7 anni|3|S
NORD OVEST|10136|L219|TOEE06900G|TOEE06905R|"D.D. TORINO - ""GOBETTI"""|GOBETTI-SCLARANDI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE06900G@istruzione.it|Non Disponibile|VIA BALTIMORA 171|TORINO|PIEMONTE|http://www.scuolagobettitorino.gov.it|201718|VIA BALTIMORA 171, TORINO, Italia|283181|201617|SCUOLA PRIMARIA|3|8 anni|80|S
NORD OVEST|10136|L219|TOEE06900G|TOEE06905R|"D.D. TORINO - ""GOBETTI"""|GOBETTI-SCLARANDI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE06900G@istruzione.it|Non Disponibile|VIA BALTIMORA 171|TORINO|PIEMONTE|http://www.scuolagobettitorino.gov.it|201718|VIA BALTIMORA 171, TORINO, Italia|283182|201617|SCUOLA PRIMARIA|3|9 anni|1|S
NORD OVEST|10136|L219|TOEE06900G|TOEE06905R|"D.D. TORINO - ""GOBETTI"""|GOBETTI-SCLARANDI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE06900G@istruzione.it|Non Disponibile|VIA BALTIMORA 171|TORINO|PIEMONTE|http://www.scuolagobettitorino.gov.it|201718|VIA BALTIMORA 171, TORINO, Italia|283183|201617|SCUOLA PRIMARIA|4|10 anni|5|S
NORD OVEST|10136|L219|TOEE06900G|TOEE06905R|"D.D. TORINO - ""GOBETTI"""|GOBETTI-SCLARANDI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE06900G@istruzione.it|Non Disponibile|VIA BALTIMORA 171|TORINO|PIEMONTE|http://www.scuolagobettitorino.gov.it|201718|VIA BALTIMORA 171, TORINO, Italia|283184|201617|SCUOLA PRIMARIA|4|8 anni|2|S
NORD OVEST|10136|L219|TOEE06900G|TOEE06905R|"D.D. TORINO - ""GOBETTI"""|GOBETTI-SCLARANDI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE06900G@istruzione.it|Non Disponibile|VIA BALTIMORA 171|TORINO|PIEMONTE|http://www.scuolagobettitorino.gov.it|201718|VIA BALTIMORA 171, TORINO, Italia|283185|201617|SCUOLA PRIMARIA|4|9 anni|80|S
NORD OVEST|10136|L219|TOEE06900G|TOEE06905R|"D.D. TORINO - ""GOBETTI"""|GOBETTI-SCLARANDI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE06900G@istruzione.it|Non Disponibile|VIA BALTIMORA 171|TORINO|PIEMONTE|http://www.scuolagobettitorino.gov.it|201718|VIA BALTIMORA 171, TORINO, Italia|283186|201617|SCUOLA PRIMARIA|5|10 anni|65|S
NORD OVEST|10136|L219|TOEE06900G|TOEE06905R|"D.D. TORINO - ""GOBETTI"""|GOBETTI-SCLARANDI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE06900G@istruzione.it|Non Disponibile|VIA BALTIMORA 171|TORINO|PIEMONTE|http://www.scuolagobettitorino.gov.it|201718|VIA BALTIMORA 171, TORINO, Italia|283187|201617|SCUOLA PRIMARIA|5|> di 10 anni|3|S
NORD OVEST|10122|L219|TOEE073007|TOEE073018|D.D. ANNESSA CONVITTO UMBERTO I|UMBERTO I (CONVITTO NAZ.LE)|ANNESSO A CONVITTO|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE073007@istruzione.it|Non Disponibile|VIA BLIGNY 1 BIS|TORINO|PIEMONTE|www.cnuto.gov.it|201718|VIA BLIGNY 1 BIS, TORINO, Italia|283188|201617|SCUOLA PRIMARIA|1|6 anni|65|S
NORD OVEST|10122|L219|TOEE073007|TOEE073018|D.D. ANNESSA CONVITTO UMBERTO I|UMBERTO I (CONVITTO NAZ.LE)|ANNESSO A CONVITTO|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE073007@istruzione.it|Non Disponibile|VIA BLIGNY 1 BIS|TORINO|PIEMONTE|www.cnuto.gov.it|201718|VIA BLIGNY 1 BIS, TORINO, Italia|283189|201617|SCUOLA PRIMARIA|1|< di 6 anni|6|S
