AREAGEOGRAFICA,CAPSCUOLA,CODICECOMUNESCUOLA,CODICEISTITUTORIFERIMENTO,CODICESCUOLA,DENOMINAZIONEISTITUTORIFERIMENTO,DENOMINAZIONESCUOLA,DESCRIZIONECARATTERISTICASCUOLA,DESCRIZIONECOMUNE,DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA,INDICAZIONESEDEDIRETTIVO,INDICAZIONESEDEOMNICOMPRENSIVO,INDIRIZZOEMAILSCUOLA,INDIRIZZOPECSCUOLA,INDIRIZZOSCUOLA,PROVINCIA,REGIONE,SITOWEBSCUOLA,ANNOSCOLASTICO,INDIRIZZO_TOT
NORD OVEST,10122,L219,TOEE04700P,TOAA04702G,"D.D. TORINO - ""PACCHIOTTI""",PACCHIOTTI -VIA SANTA CHIARA,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOEE04700P@istruzione.it,Non Disponibile,"VIA SANTA CHIARA, 12",TORINO,PIEMONTE,WWW.DDPACCHIOTTI.GOV.IT,201718,"VIA SANTA CHIARA, 12, TORINO, Italia"
NORD OVEST,10121,L219,TOEE04700P,TOAA04704N,"D.D. TORINO - ""PACCHIOTTI""",PACCHIOTTI-C.SO MATTEOTTI,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOEE04700P@istruzione.it,Non Disponibile,"CORSO MATTEOTTI, 6 BIS",TORINO,PIEMONTE,WWW.DDPACCHIOTTI.GOV.IT,201718,"CORSO MATTEOTTI, 6 BIS, TORINO, Italia"
NORD OVEST,10133,L219,TOEE05100A,TOAA051027,"D.D. TORINO - ""PELLICO""",PELLICO - BORGARELLO,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOEE05100A@istruzione.it,Non Disponibile,CORSO SICILIA 24,TORINO,PIEMONTE,WEB.TISCALI.IT/CIRCOLOPELLICO/,201718,"CORSO SICILIA 24, TORINO, Italia"
NORD OVEST,10156,L219,TOIC80500E,TOAA80502C,"I.C. TORINO - ""CENA""",I.C. CENA - E/16,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC80500E@istruzione.it,Non Disponibile,"VIA ANGESIO, 17",TORINO,PIEMONTE,www.scuolamarro.it,201718,"VIA ANGESIO, 17, TORINO, Italia"
NORD OVEST,10134,L219,TOIC881004,TOAA881011,"I.C. TORINO - ""S. PERTINI""","I.C. ""S.PERTINI"" - LINUS",NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC881004@istruzione.it,Non Disponibile,"VIA POIRINO,9",TORINO,PIEMONTE,WWW.ICPERTINITORINO.IT,201718,"VIA POIRINO,9, TORINO, Italia"
NORD OVEST,10142,L219,TOIC816001,TOAA81601T,"I.C. TORINO - ""KING-MILA""",I.C. KING MILA -TO VIA THURES,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC816001@istruzione.it,Non Disponibile,VIA THURES 11,TORINO,PIEMONTE,icking-to.gov.it,201718,"VIA THURES 11, TORINO, Italia"
NORD OVEST,10141,L219,TOIC816001,TOAA81602V,"I.C. TORINO - ""KING-MILA""",I.C. KING MILA TO - V. POSTUMIA,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC816001@istruzione.it,Non Disponibile,VIA POSTUMIA 28,TORINO,PIEMONTE,icking-to.it,201718,"VIA POSTUMIA 28, TORINO, Italia"
NORD OVEST,10144,L219,TOIC81700R,TOAA81701N,"I.C. TORINO - ""PACINOTTI""",I.C. PACINOTTI - V.FOSSANO,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC81700R@istruzione.it,Non Disponibile,VIA FOSSANO 8,TORINO,PIEMONTE,www.icpacinotti.it,201718,"VIA FOSSANO 8, TORINO, Italia"
NORD OVEST,10143,L219,TOIC81700R,TOAA81702P,"I.C. TORINO - ""PACINOTTI""",I.C. PACINOTTI - INF. MANZONI,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC81700R@istruzione.it,Non Disponibile,"VIA BALME, 46",TORINO,PIEMONTE,www.icpacinotti.it,201718,"VIA BALME, 46, TORINO, Italia"
NORD OVEST,10132,L219,TOIC81800L,TOAA81801D,"I.C. TORINO - ""GOZZI-OLIVETTI""",IC OLIVETTI-REAGLIE,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC81800L@istruzione.it,Non Disponibile,CORSO CHIERI 136,TORINO,PIEMONTE,http:/www.gozzi-olivetti.org,201718,"CORSO CHIERI 136, TORINO, Italia"
NORD OVEST,10132,L219,TOIC81800L,TOAA81802E,"I.C. TORINO - ""GOZZI-OLIVETTI""",IC OLIVETTI-BONCOMPAGNI,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC81800L@istruzione.it,Non Disponibile,VIA BEATO CAFASSO 73,TORINO,PIEMONTE,http://www.gozzi-olivetti.org,201718,"VIA BEATO CAFASSO 73, TORINO, Italia"
NORD OVEST,10139,L219,TOIC88400G,TOIC88400G,I.C. TORINO - CORSO RACCONIGI,I.C. TORINO - CORSO RACCONIGI,NORMALE,TORINO,ISTITUTO COMPRENSIVO,SI,Non Disponibile,TOIC88400G@istruzione.it,toic88400g@pec.istruzione.it,VIA LUSERNA DI RORA' 14,TORINO,PIEMONTE,Non Disponibile,201718,"VIA LUSERNA DI RORA' 14, TORINO, Italia"
NORD OVEST,10134,L219,TOIC881004,TOIC881004,"I.C. TORINO - ""S. PERTINI""","I.C. TORINO - ""S. PERTINI""",NORMALE,TORINO,ISTITUTO COMPRENSIVO,SI,Non Disponibile,TOIC881004@istruzione.it,toic881004@pec.istruzione.it,VIA MONTEVIDEO 11,TORINO,PIEMONTE,Non Disponibile,201718,"VIA MONTEVIDEO 11, TORINO, Italia"
NORD OVEST,10135,L219,TOIC88200X,TOIC88200X,I.C. TORINO - VIA SIDOLI,I.C. TORINO - VIA SIDOLI,NORMALE,TORINO,ISTITUTO COMPRENSIVO,SI,Non Disponibile,TOIC88200X@istruzione.it,toic88200x@pec.istruzione.it,"VIA SIDOLI,10",TORINO,PIEMONTE,Non Disponibile,201718,"VIA SIDOLI,10, TORINO, Italia"
NORD OVEST,10138,L219,TOIC88300Q,TOIC88300Q,I.C. RITA LEVI-MONTALCINI,I.C. RITA LEVI-MONTALCINI,NORMALE,TORINO,ISTITUTO COMPRENSIVO,SI,Non Disponibile,TOIC88300Q@istruzione.it,toic88300q@pec.istruzione.it,VIA PALMIERI 58,TORINO,PIEMONTE,Non Disponibile,201718,"VIA PALMIERI 58, TORINO, Italia"
NORD OVEST,10151,L219,TOIC873005,TOIC873005,I.C. TORINO - P. GEMELLI,I.C. TORINO - P. GEMELLI,NORMALE,TORINO,ISTITUTO COMPRENSIVO,SI,Non Disponibile,TOIC873005@istruzione.it,toic873005@pec.istruzione.it,C.SO LOMBARDIA 98,TORINO,PIEMONTE,Non Disponibile,201718,"C.SO LOMBARDIA 98, TORINO, Italia"
NORD OVEST,10153,L219,TOIC87500R,TOIC87500R,I.C. TORINO - MARCONI-ANTONELLI,I.C. TORINO - MARCONI-ANTONELLI,NORMALE,TORINO,ISTITUTO COMPRENSIVO,SI,Non Disponibile,TOIC87500R@istruzione.it,toic87500r@pec.istruzione.it,VIA ASIGLIANO VERCELLESE 10,TORINO,PIEMONTE,Non Disponibile,201718,"VIA ASIGLIANO VERCELLESE 10, TORINO, Italia"
NORD OVEST,10153,L219,TOIC87600L,TOIC87600L,I.C. TORINO - VIA RICASOLI,I.C. TORINO - VIA RICASOLI,NORMALE,TORINO,ISTITUTO COMPRENSIVO,SI,Non Disponibile,TOIC87600L@istruzione.it,toic87600l@pec.istruzione.it,VIA  RICASOLI  30,TORINO,PIEMONTE,Non Disponibile,201718,"VIA  RICASOLI  30, TORINO, Italia"
NORD OVEST,10152,L219,TOIC87700C,TOIC87700C,I.C. TORINO - REGIO PARCO,I.C. TORINO - REGIO PARCO,NORMALE,TORINO,ISTITUTO COMPRENSIVO,SI,Non Disponibile,TOIC87700C@istruzione.it,toic87700c@pec.istruzione.it,CORSO REGIO PARCO 19,TORINO,PIEMONTE,Non Disponibile,201718,"CORSO REGIO PARCO 19, TORINO, Italia"
NORD OVEST,10147,L219,TOIC878008,TOIC878008,I.C. TORINO - UMBERTO SABA,I.C. TORINO - UMBERTO SABA,NORMALE,TORINO,ISTITUTO COMPRENSIVO,SI,Non Disponibile,TOIC878008@istruzione.it,toic878008@pec.istruzione.it,VIA LORENZINI 4,TORINO,PIEMONTE,Non Disponibile,201718,"VIA LORENZINI 4, TORINO, Italia"
NORD OVEST,10147,L219,TOIC879004,TOIC879004,I.C. TORINO - VIVALDI-MURIALDO,I.C. TORINO - VIVALDI-MURIALDO,NORMALE,TORINO,ISTITUTO COMPRENSIVO,SI,Non Disponibile,TOIC879004@istruzione.it,toic879004@pec.istruzione.it,VIA CASTELDELFINO 24,TORINO,PIEMONTE,Non Disponibile,201718,"VIA CASTELDELFINO 24, TORINO, Italia"
NORD OVEST,10142,L219,TOIC8AY00L,TOEE8AY01P,I.C. TORINO - PALAZZESCHI,I.C. PALAZZESCHI TO  (PRIMARIA),NORMALE,TORINO,SCUOLA PRIMARIA,NO,Non Disponibile,TOIC8AY00L@istruzione.it,Non Disponibile,VIA BRISSOGNE 32,TORINO,PIEMONTE,www.icpalazzeschi.gov.it,201718,"VIA BRISSOGNE 32, TORINO, Italia"
NORD OVEST,10141,L219,TOIC8AZ00C,TOEE8AZ01E,I.C. TORINO - ALBERTI,I.C. ALBERTI TORINO-SANTAROSA,NORMALE,TORINO,SCUOLA PRIMARIA,NO,Non Disponibile,TOIC8AZ00C@istruzione.it,Non Disponibile,VIA BRACCINI 70,TORINO,PIEMONTE,http://share.dschola.it/alberti/ic/default.aspx,201718,"VIA BRACCINI 70, TORINO, Italia"
NORD OVEST,10154,L219,TOIC8BD00X,TOEE8BD023,I.C. ILARIA ALPI,I.C. ILARIA ALPI - DELEDDA,NORMALE,TORINO,SCUOLA PRIMARIA,NO,Non Disponibile,TOIC8BD00X@istruzione.it,Non Disponibile,VIA BOLOGNA 77,TORINO,PIEMONTE,www.scuolaviacimarosa.it,201718,"VIA BOLOGNA 77, TORINO, Italia"
NORD OVEST,10154,L219,TOIC8BD00X,TOEE8BD034,I.C. ILARIA ALPI,I.C. ILARIA ALPI - D'ACQUISTO,NORMALE,TORINO,SCUOLA PRIMARIA,NO,Non Disponibile,TOIC8BD00X@istruzione.it,Non Disponibile,VIA TOLLEGNO 83,TORINO,PIEMONTE,http://ddilariaalpi.altervista.org/wordpress/,201718,"VIA TOLLEGNO 83, TORINO, Italia"
NORD OVEST,10152,L219,TOIC8BE00Q,TOEE8BE01T,I.C. TORINO  II,I.C. TORINO II -PARINI,NORMALE,TORINO,SCUOLA PRIMARIA,NO,Non Disponibile,TOIC8BE00Q@istruzione.it,Non Disponibile,CORSO GIULIO CESARE 26,TORINO,PIEMONTE,www.ictorino2.gov.it,201718,"CORSO GIULIO CESARE 26, TORINO, Italia"
NORD OVEST,10152,L219,TOIC8BE00Q,TOEE8BE02V,I.C. TORINO  II,I.C. TORINO II-AURORA,NORMALE,TORINO,SCUOLA PRIMARIA,NO,Non Disponibile,TOIC8BE00Q@istruzione.it,Non Disponibile,VIA ANTONIO CECCHI 16,TORINO,PIEMONTE,www.ictorino2.gov.it,201718,"VIA ANTONIO CECCHI 16, TORINO, Italia"
NORD OVEST,10144,L219,TOIC81700R,TOIC81700R,"I.C. TORINO - ""PACINOTTI""","I.C. TORINO - ""PACINOTTI""",NORMALE,TORINO,ISTITUTO COMPRENSIVO,SI,Non Disponibile,TOIC81700R@istruzione.it,toic81700r@pec.istruzione.it,VIA LE CHIUSE 80,TORINO,PIEMONTE,Non Disponibile,201718,"VIA LE CHIUSE 80, TORINO, Italia"
NORD OVEST,10132,L219,TOIC81800L,TOIC81800L,"I.C. TORINO - ""GOZZI-OLIVETTI""","I.C. TORINO - ""GOZZI-OLIVETTI""",NORMALE,TORINO,ISTITUTO COMPRENSIVO,SI,Non Disponibile,TOIC81800L@istruzione.it,toic81800l@pec.istruzione.it,VIA  BARDASSANO   5,TORINO,PIEMONTE,Non Disponibile,201718,"VIA  BARDASSANO   5, TORINO, Italia"
NORD OVEST,10125,L219,TOIC81900C,TOIC81900C,I.C. MANZONI TORINO,I.C. MANZONI TORINO,NORMALE,TORINO,ISTITUTO COMPRENSIVO,SI,Non Disponibile,TOIC81900C@istruzione.it,toic81900c@pec.istruzione.it,"CORSO MARCONI, 28",TORINO,PIEMONTE,Non Disponibile,201718,"CORSO MARCONI, 28, TORINO, Italia"
NORD OVEST,10135,L219,TOIC82000L,TOIC82000L,"I.C. TORINO - ""SALVEMINI""","I.C. TORINO - ""SALVEMINI""",NORMALE,TORINO,ISTITUTO COMPRENSIVO,SI,Non Disponibile,TOIC82000L@istruzione.it,toic82000l@pec.istruzione.it,VIA NEGARVILLE 30/6,TORINO,PIEMONTE,Non Disponibile,201718,"VIA NEGARVILLE 30/6, TORINO, Italia"
NORD OVEST,10144,L219,TOIC8A0002,TOAA8A001V,I.C. TORINO - NIGRA,I.C. . NIGRA TORINO - BOVETTI,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC8A0002@istruzione.it,Non Disponibile,"VIA SAVIGLIANO, 7",TORINO,PIEMONTE,www.nigra-to.it,201718,"VIA SAVIGLIANO, 7, TORINO, Italia"
NORD OVEST,10126,L219,TOIC8A100T,TOAA8A101P,I.C. TORINO - VITT.DA FELTRE,I.C.VITT.DAFELTRE-V.GARESSIO,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC8A100T@istruzione.it,Non Disponibile,VIA GARESSIO 24/5,TORINO,PIEMONTE,www.vittorinodafeltre.it,201718,"VIA GARESSIO 24/5, TORINO, Italia"
NORD OVEST,10126,L219,TOIC8A100T,TOAA8A102Q,I.C. TORINO - VITT.DA FELTRE,I.C. VITTORINO DA FELTRE - INFA,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC8A100T@istruzione.it,Non Disponibile,"VIA ALASSIO, 22",TORINO,PIEMONTE,www.vittorinodafeltre.it,201718,"VIA ALASSIO, 22, TORINO, Italia"
NORD OVEST,10151,L219,TOIC810002,TOIC810002,"I.C. TORINO - ""D. M. TUROLDO""","I.C. TORINO - ""D. M. TUROLDO""",NORMALE,TORINO,ISTITUTO COMPRENSIVO,SI,Non Disponibile,TOIC810002@istruzione.it,toic810002@pec.istruzione.it,VIA      MAGNOLIE              9,TORINO,PIEMONTE,Non Disponibile,201718,"VIA      MAGNOLIE              9, TORINO, Italia"
NORD OVEST,10123,L219,TOIC815005,TOIC815005,"I.C. TORINO - ""TOMMASEO""","I.C. TORINO - ""TOMMASEO""",NORMALE,TORINO,ISTITUTO COMPRENSIVO,SI,Non Disponibile,TOIC815005@istruzione.it,toic815005@pec.istruzione.it,VIA DEI MILLE 15,TORINO,PIEMONTE,Non Disponibile,201718,"VIA DEI MILLE 15, TORINO, Italia"
NORD OVEST,10154,L219,TOIC8BD00X,TOEE8BD012,I.C. ILARIA ALPI,I.C. ILARIA ALPI - PEROTTI,NORMALE,TORINO,SCUOLA PRIMARIA,NO,Non Disponibile,TOIC8BD00X@istruzione.it,Non Disponibile,VIA MERCADANTE 68/8,TORINO,PIEMONTE,www.ddilariaalpi.altervista.gov/wordpress,201718,"VIA MERCADANTE 68/8, TORINO, Italia"
NORD OVEST,10138,L219,TOPM120004,TOPM120004,D.BERTI,D.BERTI,NORMALE,TORINO,ISTITUTO MAGISTRALE,SI,Non Disponibile,TOPM120004@istruzione.it,topm120004@pec.istruzione.it,"VIA DUCHESSA JOLANDA, 27 BIS",TORINO,PIEMONTE,http://www.liceoberti.gov.it,201718,"VIA DUCHESSA JOLANDA, 27 BIS, TORINO, Italia"
NORD OVEST,10122,L219,TOPS20000P,TOPS20000P,UMBERTO I,UMBERTO I,ANNESSO A CONVITTO,TORINO,LICEO SCIENTIFICO,NO,Non Disponibile,TOPS20000P@istruzione.it,Non Disponibile,VIA BLIGNY 1 BIS,TORINO,PIEMONTE,www.cnuto.gov.it,201718,"VIA BLIGNY 1 BIS, TORINO, Italia"
NORD OVEST,10156,L219,TOPS22000X,TOPS22000X,GIORDANO BRUNO,GIORDANO BRUNO,NORMALE,TORINO,LICEO SCIENTIFICO,SI,Non Disponibile,TOPS22000X@istruzione.it,tops22000x@pec.istruzione.it,"VIA MARINUZZI, 1 - TORINO",TORINO,PIEMONTE,www.gbruno.it,201718,"VIA MARINUZZI, 1 - TORINO, TORINO, Italia"
NORD OVEST,10131,L219,TOPS270001,TOPS270001,SC.INTERN.EUROPEA STAT.A.SPINELLI,SC.INTERN.EUROPEA STAT.A.SPINELLI,NORMALE,TORINO,LICEO SCIENTIFICO,SI,TOPS270001,TOPS270001@istruzione.it,tops270001@pec.istruzione.it,VIA FIGLIE DEI MILITARI 25,TORINO,PIEMONTE,www.istitutoaltierospinelli.eu,201718,"VIA FIGLIE DEI MILITARI 25, TORINO, Italia"
NORD OVEST,10123,L219,TOPS340002,TOPS340002,LS  P. GOBETTI,LS  P. GOBETTI,NORMALE,TORINO,LICEO SCIENTIFICO,SI,Non Disponibile,TOPS340002@istruzione.it,tops340002@pec.istruzione.it,VIA MARIA VITTORIA 39 BIS,TORINO,PIEMONTE,http://www.lsgobettitorino.gov.it,201718,"VIA MARIA VITTORIA 39 BIS, TORINO, Italia"
NORD OVEST,10146,L219,TOPS120003,TOPS120003,C. CATTANEO,C. CATTANEO,NORMALE,TORINO,LICEO SCIENTIFICO,SI,Non Disponibile,TOPS120003@istruzione.it,tops120003@pec.istruzione.it,"VIA SOSTEGNO,41/10",TORINO,PIEMONTE,www.liceocarlocattaneotorino.it,201718,"VIA SOSTEGNO,41/10, TORINO, Italia"
NORD OVEST,10136,L219,TOSL020003,TOSL020003,"LICEO ARTISTICO STATALE""R.COTTINI""","LICEO ARTISTICO STATALE""R.COTTINI""",NORMALE,TORINO,LICEO ARTISTICO,SI,Non Disponibile,TOSL020003@istruzione.it,tosl020003@pec.istruzione.it,"VIA CASTELGOMBERTO,2O",TORINO,PIEMONTE,www.liceocottini.it,201718,"VIA CASTELGOMBERTO,2O, TORINO, Italia"
NORD OVEST,10124,L219,TOIS05100C,TOPS05101V,I.I.S. A. AVOGADRO,L.S. A. AVOGADRO,NORMALE,TORINO,LICEO SCIENTIFICO,NO,Non Disponibile,TOIS05100C@istruzione.it,Non Disponibile,C.SO SAN MAURIZIO 8,TORINO,PIEMONTE,www.itisavogadro.it,201718,"C.SO SAN MAURIZIO 8, TORINO, Italia"
NORD OVEST,10139,L219,TOIS058007,TOPS05801N,I.I.S. SANTORRE DI SANTAROSA,LICEO S. SANTAROSA,NORMALE,TORINO,LICEO SCIENTIFICO,NO,Non Disponibile,TOIS058007@istruzione.it,Non Disponibile,C.SO PESCHIERA 230,TORINO,PIEMONTE,www.santorre.it,201718,"C.SO PESCHIERA 230, TORINO, Italia"
NORD OVEST,10147,L219,TOIS061003,TOPS06101D,I.I.S. G. PEANO,G. PEANO,NORMALE,TORINO,LICEO SCIENTIFICO,NO,Non Disponibile,TOIS061003@istruzione.it,Non Disponibile,CORSO VENEZIA 29,TORINO,PIEMONTE,www.peano.it,201718,"CORSO VENEZIA 29, TORINO, Italia"
NORD OVEST,10127,L219,TOIS06400E,TOPS064011,IIS COPERNICO-LUXEMBURG,N. COPERNICO,NORMALE,TORINO,LICEO SCIENTIFICO,NO,Non Disponibile,TOIS06400E@istruzione.it,Non Disponibile,"CORSO CAIO PLINIO,2",TORINO,PIEMONTE,www.copernicoluxemburg.gov.it,201718,"CORSO CAIO PLINIO,2, TORINO, Italia"
NORD OVEST,10131,L219,TOIC86400A,TOIC86400A,"I.C. TORINO - ""SPINELLI""","I.C. TORINO - ""SPINELLI""",NORMALE,TORINO,ISTITUTO COMPRENSIVO,NO,TOPS270001,TOIC86400A@istruzione.it,Non Disponibile,"VIA FIGLIE DEI MILITARI, 25",TORINO,PIEMONTE,Non Disponibile,201718,"VIA FIGLIE DEI MILITARI, 25, TORINO, Italia"
NORD OVEST,10127,L219,TOIC866002,TOIC866002,"I.C. TORINO - ""CAIROLI""","I.C. TORINO - ""CAIROLI""",NORMALE,TORINO,ISTITUTO COMPRENSIVO,SI,Non Disponibile,TOIC866002@istruzione.it,toic866002@pec.istruzione.it,VIA TORRAZZA PIEMONTE 10,TORINO,PIEMONTE,Non Disponibile,201718,"VIA TORRAZZA PIEMONTE 10, TORINO, Italia"
NORD OVEST,10139,L219,TOIS058007,TOIS058007,I.I.S. SANTORRE DI SANTAROSA,I.I.S. SANTORRE DI SANTAROSA,NORMALE,TORINO,ISTITUTO SUPERIORE,SI,Non Disponibile,TOIS058007@istruzione.it,tois058007@pec.istruzione.it,"CORSO PESCHIERA, 230",TORINO,PIEMONTE,Non Disponibile,201718,"CORSO PESCHIERA, 230, TORINO, Italia"
NORD OVEST,10152,L219,TOIS037006,TORC037015,I.I.S. SELLA-AALTO-LAGRANGE,L. LAGRANGE,NORMALE,TORINO,IST  PROF  PER I SERVIZI COMMERCIALI,NO,Non Disponibile,TOIS037006@istruzione.it,Non Disponibile,VIA GENE'  14,TORINO,PIEMONTE,Non Disponibile,201718,"VIA GENE'  14, TORINO, Italia"
NORD OVEST,10152,L219,TOIS037006,TORC03750D,I.I.S. SELLA-AALTO-LAGRANGE,I.I.S. SELLA-AALTO-LAGRANGE  SERALE,NORMALE,TORINO,IST  PROF  PER I SERVIZI COMMERCIALI,NO,Non Disponibile,TOIS037006@istruzione.it,Non Disponibile,VIA GENE',TORINO,PIEMONTE,Non Disponibile,201718,"VIA GENE', TORINO, Italia"
NORD OVEST,10121,L219,TOIS052008,TORC052017,I.I.S. P. BOSELLI,PROF. COMM. E SOCIO-SANIT. PAOLO BOSELLI,NORMALE,TORINO,IST PROF PER I SERVIZI COMMERCIALI E TURISTICI,NO,Non Disponibile,TOIS052008@istruzione.it,Non Disponibile,"VIA MONTECUCCOLI,12",TORINO,PIEMONTE,www.istitutoboselli.it,201718,"VIA MONTECUCCOLI,12, TORINO, Italia"
NORD OVEST,10121,L219,TOIS052008,TORC05251L,I.I.S. P. BOSELLI,I.I.S. P. BOSELLI SERALE,NORMALE,TORINO,IST PROF PER I SERVIZI COMMERCIALI E TURISTICI,NO,Non Disponibile,TOIS052008@istruzione.it,Non Disponibile,VIA MONTECUCCOLI 12,TORINO,PIEMONTE,www.istitutoboselli.it,201718,"VIA MONTECUCCOLI 12, TORINO, Italia"
NORD OVEST,10121,L219,TOIS053004,TORC053013,I.I.S. V. BOSSO - A. MONTI,V. BOSSO - A. MONTI,NORMALE,TORINO,IST PROF PER I SERVIZI COMMERCIALI E TURISTICI,NO,Non Disponibile,TOIS053004@istruzione.it,Non Disponibile,"VIA MEUCCI,9",TORINO,PIEMONTE,htpp://www.bossomonti.gov.it,201718,"VIA MEUCCI,9, TORINO, Italia"
NORD OVEST,10125,L219,TOIS05400X,TORC05401V,I.I.S. C.I. GIULIO,IST.PROF. SERV. COMM. E SOC. C.I. GIULIO,NORMALE,TORINO,IST PROF PER I SERVIZI COMMERCIALI E TURISTICI,NO,Non Disponibile,TOIS05400X@istruzione.it,Non Disponibile,VIA G.BIDONE 11,TORINO,PIEMONTE,www.istitutogiulio.it,201718,"VIA G.BIDONE 11, TORINO, Italia"
NORD OVEST,10125,L219,TOIS05400X,TORC054518,I.I.S. C.I. GIULIO,I.I.S. C.I. GIULIO SERALE,NORMALE,TORINO,IST PROF PER I SERVIZI COMMERCIALI E TURISTICI,NO,Non Disponibile,TOIS05400X@istruzione.it,Non Disponibile,VIA BIDONE N. 11,TORINO,PIEMONTE,www.istitutogiulio.it,201718,"VIA BIDONE N. 11, TORINO, Italia"
NORD OVEST,10152,L219,TORC090001,TORC090001,ALBE STEINER,ALBE STEINER,NORMALE,TORINO,IST  PROF  PER I SERVIZI PUBBLICITARI,SI,Non Disponibile,TORC090001@istruzione.it,torc090001@pec.istruzione.it,LUNGO DORA AGRIGENTO 20/A,TORINO,PIEMONTE,www.istitutoalbesteiner.it,201718,"LUNGO DORA AGRIGENTO 20/A, TORINO, Italia"
NORD OVEST,10156,L219,TOIC80500E,TOIC80500E,"I.C. TORINO - ""CENA""","I.C. TORINO - ""CENA""",NORMALE,TORINO,ISTITUTO COMPRENSIVO,SI,Non Disponibile,TOIC80500E@istruzione.it,toic80500e@pec.istruzione.it,STRADA SAN MAURO 32,TORINO,PIEMONTE,Non Disponibile,201718,"STRADA SAN MAURO 32, TORINO, Italia"
NORD OVEST,10156,L219,TOIC808002,TOIC808002,"I.C. TORINO - ""L. DA VINCI""","I.C. TORINO - ""L. DA VINCI""",NORMALE,TORINO,ISTITUTO COMPRENSIVO,SI,Non Disponibile,TOIC808002@istruzione.it,toic808002@pec.istruzione.it,VIA  DEGLI ABETI 13,TORINO,PIEMONTE,Non Disponibile,201718,"VIA  DEGLI ABETI 13, TORINO, Italia"
NORD OVEST,10146,L219,TOIS067002,TOTD067018,I.I.S. CURIE - LEVI,"I.T.S.S.E.  ""C.LEVI""",NORMALE,TORINO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TOIS067002@istruzione.it,Non Disponibile,VIA MADONNA DE LA SALETTE 29,TORINO,PIEMONTE,www.iiscurielevi.gov.it,201718,"VIA MADONNA DE LA SALETTE 29, TORINO, Italia"
NORD OVEST,10146,L219,TOIS067002,TOTD06751N,I.I.S. CURIE - LEVI,I.T.C. LEVI SERALE,NORMALE,TORINO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TOIS067002@istruzione.it,Non Disponibile,VIA MADONNA DE LA SALETTE 29,TORINO,PIEMONTE,www.copernicoluxemburg.gov.it,201718,"VIA MADONNA DE LA SALETTE 29, TORINO, Italia"
NORD OVEST,10129,L219,TOTD090008,TOTD090008,ITC G. SOMMEILLER,ITC G. SOMMEILLER,NORMALE,TORINO,ISTITUTO TECNICO COMMERCIALE,SI,Non Disponibile,TOTD090008@istruzione.it,totd090008@pec.istruzione.it,"CORSO DUCA DEGLI ABRUZZI, 20",TORINO,PIEMONTE,www.sommeiller.it,201718,"CORSO DUCA DEGLI ABRUZZI, 20, TORINO, Italia"
NORD OVEST,10129,L219,TOTD090008,TOTD09050N,ITC G. SOMMEILLER,G. SOMMEILLER SERALE,NORMALE,TORINO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TOTD090008@istruzione.it,Non Disponibile,"CORSO DUCA DEGLI ABRUZZI, 20",TORINO,PIEMONTE,www.sommeiller.it,201718,"CORSO DUCA DEGLI ABRUZZI, 20, TORINO, Italia"
NORD OVEST,10151,L219,TOTD290002,TOTD290002,RUSSELL - MORO,RUSSELL - MORO,NORMALE,TORINO,ISTITUTO TECNICO COMMERCIALE,SI,Non Disponibile,TOTD290002@istruzione.it,totd290002@pec.istruzione.it,CORSO MOLISE 58,TORINO,PIEMONTE,www.russell-moro.gov.it,201718,"CORSO MOLISE 58, TORINO, Italia"
NORD OVEST,10151,L219,TOTD290002,TOTD29050B,RUSSELL - MORO,IST. TECN. COMM. RUSSELL-MORO,NORMALE,TORINO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TOTD290002@istruzione.it,Non Disponibile,CORSO MOLISE 58,TORINO,PIEMONTE,www.russell-moro.it,201718,"CORSO MOLISE 58, TORINO, Italia"
